Future.ID,Strategy.ID,Strategy,Fuel,Technology,Emission,Season,Year,SpecifiedAnnualDemand,CapacityFactor,OperationalLife,ResidualCapacity,InputActivityRatio,OutputActivityRatio,EmissionActivityRatio,CapitalCost,VariableCost,FixedCost,TotalAnnualMaxCapacity,TotalAnnualMinCapacity,TotalAnnualMaxCapacityInvestment,TotalAnnualMinCapacityInvestment,TotalTechnologyAnnualActivityUpperLimit,TotalTechnologyAnnualActivityLowerLimit,DistanceDriven,UnitCapitalCost (USD),UnitFixedCost (USD),BiofuelShares,FilterFuelType,FilterVehicleType
0,0,BAU,E5COMGSL,,,,2018,0.3703,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2019,0.3535,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2020,0.3802,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2021,0.4445,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2022,0.4371,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2023,0.4671597896,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2024,0.49932388242287196,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2025,0.5337024827657599,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2026,0.5704480601412728,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2027,0.6097235816340822,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2028,0.6517032346619347,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2029,0.6965731994989776,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2030,0.7445324749875502,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2031,0.795793761100481,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2032,0.8505844022680663,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2033,0.9091473956533968,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2034,0.9717424688477446,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2035,1.0386472317656052,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2036,1.1101584078480595,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2037,1.1865931500348617,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2038,1.2682904473416017,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2039,1.3556126282801322,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2040,1.448946967789946,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2041,1.5487074048072649,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2042,1.6553363780892796,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2043,1.769306788435445,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2044,1.8911240960083036,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2045,2.0213285620554835,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2046,2.160497644974933,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2047,2.309248561349971,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2048,2.468241023312378,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2049,2.6381801643737597,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMGSL,,,,2050,2.8198196667012887,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2018,0.393,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2019,0.4118,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2020,0.4173,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2021,0.4805,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2022,0.5077,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2023,0.5262583171999999,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2024,0.5624687346223824,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2025,0.6011706933412132,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2026,0.6425356296025729,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2027,0.6867467757189017,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2028,0.7339999717245548,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2029,0.7845045328791905,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2030,0.8384841768617307,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2031,0.8961780147620395,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2032,0.957841610260071,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2033,1.023748111684281,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2034,1.0941894619639299,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2035,1.1694776918349428,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2036,1.2499463020277846,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2037,1.3359517405599577,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2038,1.427874981677019,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2039,1.526123213436275,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2040,1.631131641408566,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2041,1.7433654164879122,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2042,1.8633216953485496,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2043,1.9915318426764643,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2044,2.1285637849305474,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2045,2.275024526059717,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2046,2.431562836319757,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2047,2.5988721261004044,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2048,2.7776935174927346,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2049,2.968819127202828,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMLPG,,,,2050,3.173095575353884,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2018,10.8174,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2019,10.9816,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2020,11.2625,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2021,11.3917,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2022,11.0058,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2023,12.0661940994,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2024,12.619394552419882,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2025,13.19795766235547,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2026,13.803046234411122,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2027,14.435876385080611,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2028,15.09771998631712,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2029,15.789907221761416,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2030,16.513829260165778,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2031,17.270941051386753,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2032,18.06276425056618,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2033,18.890890276377533,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2034,19.756983509484115,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2035,20.662784637637394,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2036,21.610114154138515,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2037,22.60087601669427,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2038,23.637061474021127,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2039,24.72075306788812,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2040,25.8541288186419,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2041,27.039466602626188,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2042,28.27914873029332,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2043,29.575666734209133,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2044,30.93162637657417,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2045,32.34975288632536,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2046,33.832896436343866,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2047,35.38403787177717,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2048,37.006294700988384,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2049,38.70292736117342,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMELE,,,,2050,40.47734577123873,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2018,0.001,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2019,0.0078,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2020,0.0007,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2021,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2022,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2023,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2024,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2025,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2026,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2027,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2028,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2029,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2030,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2031,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2032,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2033,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2034,0.0,,,,,,,,,,,,,,,,,,,,,
0,0,BAU,E5COMKER,,,,2035,0.0,,,,,,,,,,,,,,,,,,,,,
