Run.ID,Fuel,Fuel.DESCRIPTION,Technology,Technology.DESCRIPTION,Emission,Emission.DESCRIPTION,Year,RateOfDemand,Demand,NumberOfNewTechnologyUnits,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,RateOfActivity,RateOfTotalActivity,TotalTechnologyAnnualActivity,TotalAnnualTechnologyActivityByMode,TotalTechnologyModelPeriodActivity,RateOfProductionByTechnologyByMode,RateOfProductionByTechnology,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfProduction,Production,RateOfUseByTechnologyByMode,RateOfUseByTechnology,UseByTechnologyAnnual,UseByTechnology,UseAnnual,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,TotalCapacityInReserveMargin,DemandNeedingReserveMargin,TotalREProductionAnnual,RETotalProductionOfTargetFuelAnnual,AnnualTechnologyEmissionByMode,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,ModelPeriodEmissions
BAU,,,Suelo,,,,2016,,,,3.6543,3.6543,3.6543,3.6543,3.6543,3.6543,3.6543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2017,,,,,3.6543,3.6543,3.64112,3.64112,3.64112,3.64112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2018,,,,,3.6543,3.6543,3.62793,3.62793,3.62793,3.62793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2019,,,,,3.6543,3.6543,3.61475,3.61475,3.61475,3.61475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2020,,,,,3.6543,3.6543,3.60157,3.60157,3.60157,3.60157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2021,,,,,3.6543,3.6543,3.58838,3.58838,3.58838,3.58838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2022,,,,,3.6543,3.6543,3.5752,3.5752,3.5752,3.5752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2023,,,,,3.6543,3.6543,3.56201,3.56201,3.56201,3.56201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2024,,,,,3.6543,3.6543,3.54883,3.54883,3.54883,3.54883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2025,,,,,3.6543,3.6543,3.53631,3.53631,3.53631,3.53631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2026,,,,,3.6543,3.6543,3.52448,3.52448,3.52448,3.52448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2027,,,,,3.6543,3.6543,3.51335,3.51335,3.51335,3.51335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2028,,,,,3.6543,3.6543,3.50291,3.50291,3.50291,3.50291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2029,,,,,3.6543,3.6543,3.49315,3.49315,3.49315,3.49315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2030,,,,,3.6543,3.6543,3.48407,3.48407,3.48407,3.48407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2031,,,,,3.6543,3.6543,3.47565,3.47565,3.47565,3.47565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2032,,,,,3.6543,3.6543,3.46791,3.46791,3.46791,3.46791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2033,,,,,3.6543,3.6543,3.46082,3.46082,3.46082,3.46082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2034,,,,,3.6543,3.6543,3.45439,3.45439,3.45439,3.45439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2035,,,,,3.6543,3.6543,3.44862,3.44862,3.44862,3.44862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2036,,,,,3.6543,3.6543,3.44349,3.44349,3.44349,3.44349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2037,,,,,3.6543,3.6543,3.43902,3.43902,3.43902,3.43902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2038,,,,,3.6543,3.6543,3.43518,3.43518,3.43518,3.43518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2039,,,,,3.6543,3.6543,3.43199,3.43199,3.43199,3.43199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2040,,,,,3.6543,3.6543,3.42944,3.42944,3.42944,3.42944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2041,,,,,3.6543,3.6543,3.42753,3.42753,3.42753,3.42753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2042,,,,,3.6543,3.6543,3.42626,3.42626,3.42626,3.42626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2043,,,,,3.6543,3.6543,3.42562,3.42562,3.42562,3.42562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2044,,,,,3.6543,3.6543,3.42562,3.42562,3.42562,3.42562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2045,,,,,3.6543,3.6543,3.42626,3.42626,3.42626,3.42626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2046,,,,,3.6543,3.6543,3.42753,3.42753,3.42753,3.42753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2047,,,,,3.6543,3.6543,3.42944,3.42944,3.42944,3.42944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2048,,,,,3.6543,3.6543,3.43199,3.43199,3.43199,3.43199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2049,,,,,3.6543,3.6543,3.43518,3.43518,3.43518,3.43518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2050,,,,,3.6543,3.6543,3.439,3.439,3.439,3.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2016,,,,2.43258,2.43258,2.43258,2.43258,2.43258,2.43258,2.43258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2017,,,,0.0236166,2.4562,2.4562,2.4562,2.4562,2.4562,2.4562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2018,,,,0.0261939,2.48239,2.48239,2.48239,2.48239,2.48239,2.48239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2019,,,,0.0299753,2.51237,2.51237,2.51237,2.51237,2.51237,2.51237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2020,,,,0.0336079,2.54597,2.54597,2.54597,2.54597,2.54597,2.54597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2021,,,,0.0317894,2.57776,2.57776,2.57776,2.57776,2.57776,2.57776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2022,,,,0.0325084,2.61027,2.61027,2.61027,2.61027,2.61027,2.61027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2023,,,,0.0330516,2.64332,2.64332,2.64332,2.64332,2.64332,2.64332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2024,,,,0.0334232,2.67675,2.67675,2.67675,2.67675,2.67675,2.67675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2025,,,,0.0433215,2.72007,2.72007,2.72007,2.72007,2.72007,2.72007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2026,,,,0.0334804,2.75355,2.75355,2.75355,2.75355,2.75355,2.75355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2027,,,,0.0350106,2.78856,2.78856,2.78856,2.78856,2.78856,2.78856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2028,,,,0.0365653,2.82512,2.82512,2.82512,2.82512,2.82512,2.82512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2029,,,,0.0381379,2.86326,2.86326,2.86326,2.86326,2.86326,2.86326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2030,,,,0.0397319,2.90299,2.90299,2.90299,2.90299,2.90299,2.90299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2031,,,,0.0413454,2.94434,2.94434,2.94434,2.94434,2.94434,2.94434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2032,,,,0.0429802,2.98732,2.98732,2.98732,2.98732,2.98732,2.98732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2033,,,,0.044638,3.03196,3.03196,3.03196,3.03196,3.03196,3.03196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2034,,,,0.0463263,3.07828,3.07828,3.07828,3.07828,3.07828,3.07828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2035,,,,0.0480442,3.12633,3.12633,3.12633,3.12633,3.12633,3.12633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2036,,,,0.0497975,3.17613,3.17613,3.17613,3.17613,3.17613,3.17613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2037,,,,0.0515914,3.22772,3.22772,3.22772,3.22772,3.22772,3.22772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2038,,,,0.0534306,3.28115,3.28115,3.28115,3.28115,3.28115,3.28115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2039,,,,0.0553241,3.33647,3.33647,3.33647,3.33647,3.33647,3.33647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2040,,,,0.0572781,3.39375,3.39375,3.39375,3.39375,3.39375,3.39375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2041,,,,0.059298,3.45305,3.45305,3.45305,3.45305,3.45305,3.45305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2042,,,,0.0613878,3.51444,3.51444,3.51444,3.51444,3.51444,3.51444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2043,,,,0.0635543,3.57799,3.57799,3.57799,3.57799,3.57799,3.57799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2044,,,,0.0658017,3.64379,3.64379,3.64379,3.64379,3.64379,3.64379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2045,,,,0.0681351,3.71193,3.71193,3.71193,3.71193,3.71193,3.71193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2046,,,,0.0705573,3.78248,3.78248,3.78248,3.78248,3.78248,3.78248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2047,,,,0.073075,3.85556,3.85556,3.85556,3.85556,3.85556,3.85556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2048,,,,0.0756918,3.93125,3.93125,3.93125,3.93125,3.93125,3.93125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2049,,,,0.0784144,4.00967,4.00967,4.00967,4.00967,4.00967,4.00967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2050,,,,0.0812478,4.09091,4.09091,4.09091,4.09091,4.09091,4.09091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2016,,,,2.02374,2.02374,2.02374,2.02374,2.02374,2.02374,2.02374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2017,,,,,2.02374,2.02374,1.98755,1.98755,1.98755,1.98755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2018,,,,,2.02374,2.02374,1.95186,1.95186,1.95186,1.95186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2019,,,,,2.02374,2.02374,1.91667,1.91667,1.91667,1.91667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2020,,,,,2.02374,2.02374,1.882,1.882,1.882,1.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2021,,,,,2.02374,2.02374,1.93999,1.93999,1.93999,1.93999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2022,,,,,2.02374,2.02374,1.93349,1.93349,1.93349,1.93349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2023,,,,,2.02374,2.02374,1.9171,1.9171,1.9171,1.9171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2024,,,,,2.02374,2.02374,1.91183,1.91183,1.91183,1.91183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2025,,,,,2.02374,2.02374,1.90729,1.90729,1.90729,1.90729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2026,,,,,2.02374,2.02374,1.90346,1.90346,1.90346,1.90346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2027,,,,,2.02374,2.02374,1.90033,1.90033,1.90033,1.90033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2028,,,,,2.02374,2.02374,1.89786,1.89786,1.89786,1.89786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2029,,,,,2.02374,2.02374,1.89603,1.89603,1.89603,1.89603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2030,,,,,2.02374,2.02374,1.89482,1.89482,1.89482,1.89482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2031,,,,,2.02374,2.02374,1.89419,1.89419,1.89419,1.89419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2032,,,,,2.02374,2.02374,1.89412,1.89412,1.89412,1.89412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2033,,,,,2.02374,2.02374,1.8946,1.8946,1.8946,1.8946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2034,,,,,2.02374,2.02374,1.89559,1.89559,1.89559,1.89559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2035,,,,,2.02374,2.02374,1.89709,1.89709,1.89709,1.89709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2036,,,,,2.02374,2.02374,1.89907,1.89907,1.89907,1.89907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2037,,,,,2.02374,2.02374,1.90153,1.90153,1.90153,1.90153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2038,,,,,2.02374,2.02374,1.90446,1.90446,1.90446,1.90446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2039,,,,,2.02374,2.02374,1.90784,1.90784,1.90784,1.90784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2040,,,,,2.02374,2.02374,1.91168,1.91168,1.91168,1.91168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2041,,,,,2.02374,2.02374,1.91597,1.91597,1.91597,1.91597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2042,,,,,2.02374,2.02374,1.92073,1.92073,1.92073,1.92073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2043,,,,,2.02374,2.02374,1.92594,1.92594,1.92594,1.92594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2044,,,,,2.02374,2.02374,1.93162,1.93162,1.93162,1.93162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2045,,,,,2.02374,2.02374,1.93777,1.93777,1.93777,1.93777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2046,,,,,2.02374,2.02374,1.94439,1.94439,1.94439,1.94439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2047,,,,,2.02374,2.02374,1.95149,1.95149,1.95149,1.95149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2048,,,,,2.02374,2.02374,1.95908,1.95908,1.95908,1.95908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2049,,,,,2.02374,2.02374,1.96716,1.96716,1.96716,1.96716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2050,,,,,2.02374,2.02374,1.97575,1.97575,1.97575,1.97575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2016,,,,0.155711,0.155711,0.155711,0.155711,0.155711,0.155711,0.155711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2017,,,,0.0678687,0.22358,0.22358,0.159373,0.159373,0.159373,0.159373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2018,,,,,0.22358,0.22358,0.161944,0.161944,0.161944,0.161944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2019,,,,,0.22358,0.22358,0.164491,0.164491,0.164491,0.164491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2020,,,,,0.22358,0.22358,0.16701,0.16701,0.16701,0.16701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2021,,,,,0.22358,0.22358,0.169501,0.169501,0.169501,0.169501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2022,,,,,0.22358,0.22358,0.171959,0.171959,0.171959,0.171959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2023,,,,,0.22358,0.22358,0.174382,0.174382,0.174382,0.174382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2024,,,,,0.22358,0.22358,0.176767,0.176767,0.176767,0.176767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2025,,,,,0.22358,0.22358,0.179111,0.179111,0.179111,0.179111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2026,,,,,0.22358,0.22358,0.181415,0.181415,0.181415,0.181415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2027,,,,,0.22358,0.22358,0.183678,0.183678,0.183678,0.183678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2028,,,,,0.22358,0.22358,0.185899,0.185899,0.185899,0.185899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2029,,,,,0.22358,0.22358,0.188079,0.188079,0.188079,0.188079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2030,,,,,0.22358,0.22358,0.190219,0.190219,0.190219,0.190219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2031,,,,,0.22358,0.22358,0.192319,0.192319,0.192319,0.192319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2032,,,,,0.22358,0.22358,0.19438,0.19438,0.19438,0.19438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2033,,,,,0.22358,0.22358,0.196404,0.196404,0.196404,0.196404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2034,,,,,0.22358,0.22358,0.198389,0.198389,0.198389,0.198389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2035,,,,,0.22358,0.22358,0.200338,0.200338,0.200338,0.200338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2036,,,,,0.22358,0.22358,0.20225,0.20225,0.20225,0.20225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2037,,,,,0.22358,0.22358,0.204125,0.204125,0.204125,0.204125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2038,,,,,0.22358,0.22358,0.205965,0.205965,0.205965,0.205965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2039,,,,,0.22358,0.22358,0.207768,0.207768,0.207768,0.207768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2040,,,,,0.22358,0.22358,0.209533,0.209533,0.209533,0.209533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2041,,,,,0.22358,0.22358,0.211261,0.211261,0.211261,0.211261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2042,,,,,0.22358,0.22358,0.212949,0.212949,0.212949,0.212949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2043,,,,,0.22358,0.22358,0.214597,0.214597,0.214597,0.214597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2044,,,,,0.22358,0.22358,0.216204,0.216204,0.216204,0.216204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2045,,,,,0.22358,0.22358,0.217769,0.217769,0.217769,0.217769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2046,,,,,0.22358,0.22358,0.21929,0.21929,0.21929,0.21929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2047,,,,,0.22358,0.22358,0.220766,0.220766,0.220766,0.220766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2048,,,,,0.22358,0.22358,0.222197,0.222197,0.222197,0.222197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2049,,,,,0.22358,0.22358,0.22358,0.22358,0.22358,0.22358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2050,,,,0.00133477,0.224915,0.224915,0.224915,0.224915,0.224915,0.224915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cafe,,,,2016,,,,0.274177,0.274177,0.274177,0.274177,0.274177,0.274177,0.274177,,,,,,,,,,,,,6.96379,6.96379,,,668.622,631.789,524.176,144.447,638.753,,,,,,,,,,,,
BAU,,,Cafe,,,,2017,,,,0.257619,0.257619,0.257619,0.257619,0.257619,0.257619,0.257619,,,,,,,,,,,,,6.83141,6.09948,,,666.489,562.297,525.854,140.636,568.397,,,,,,,,,,,,
BAU,,,Cafe,,,,2018,,,,0.316814,0.316814,0.316814,0.316814,0.316814,0.316814,0.316814,,,,,,,,,,,,,8.71293,6.9459,,,854.929,643.998,676.898,178.031,650.944,,,,,,,,,,,,
BAU,,,Cafe,,,,2019,,,,0.314048,0.314048,0.314048,0.314048,0.314048,0.314048,0.314048,,,,,,,,,,,,,8.96236,6.37923,,,882.293,593.403,700.523,181.771,599.783,,,,,,,,,,,,
BAU,,,Cafe,,,,2020,,,,0.378151,0.378151,0.378151,0.378151,0.378151,0.378151,0.378151,,,,,,,,,,,,,11.1978,7.11643,,,1101.1,661.219,875.659,225.44,668.335,,,,,,,,,,,,
BAU,,,Cafe,,,,2021,,,,0.363875,0.363875,0.363875,0.363875,0.363875,0.363875,0.363875,,,,,,,,,,,,,11.18,6.34381,,,1096.63,587.978,873.193,223.437,594.321,,,,,,,,,,,,
BAU,,,Cafe,,,,2022,,,,0.323951,0.323951,0.323951,0.323951,0.323951,0.323951,0.323951,,,,,,,,,,,,,10.3268,5.23185,,,1010.03,483.522,805.139,204.889,488.754,,,,,,,,,,,,
BAU,,,Cafe,,,,2023,,,,0.345177,0.345177,0.345177,0.345177,0.345177,0.345177,0.345177,,,,,,,,,,,,,11.4156,5.16384,,,1113.16,475.799,888.3,224.863,480.963,,,,,,,,,,,,
BAU,,,Cafe,,,,2024,,,,0.361941,0.361941,0.361941,0.361941,0.361941,0.361941,0.361941,,,,,,,,,,,,,12.4178,5.01535,,,1207.18,460.699,964.318,242.858,465.714,,,,,,,,,,,,
BAU,,,Cafe,,,,2025,,,,0.368166,0.368166,0.368166,0.368166,0.368166,0.368166,0.368166,,,,,,,,,,,,,13.0309,4.69909,,,1290.66,439.786,1036.22,254.446,444.485,,,,,,,,,,,,
BAU,,,Cafe,,,,2026,,,,0.374647,0.374647,0.374647,0.374647,0.374647,0.374647,0.374647,,,,,,,,,,,,,13.6571,4.39724,,,1379.91,419.819,1113.22,266.693,424.216,,,,,,,,,,,,
BAU,,,Cafe,,,,2027,,,,0.381389,0.381389,0.381389,0.381389,0.381389,0.381389,0.381389,,,,,,,,,,,,,14.2981,4.11035,,,1475.33,400.758,1195.7,279.637,404.869,,,,,,,,,,,,
