Run.ID,Fuel,Fuel.DESCRIPTION,Technology,Technology.DESCRIPTION,Emission,Emission.DESCRIPTION,Year,RateOfDemand,Demand,NumberOfNewTechnologyUnits,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,RateOfActivity,RateOfTotalActivity,TotalTechnologyAnnualActivity,TotalAnnualTechnologyActivityByMode,TotalTechnologyModelPeriodActivity,RateOfProductionByTechnologyByMode,RateOfProductionByTechnology,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfProduction,Production,RateOfUseByTechnologyByMode,RateOfUseByTechnology,UseByTechnologyAnnual,UseByTechnology,UseAnnual,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,TotalCapacityInReserveMargin,DemandNeedingReserveMargin,TotalREProductionAnnual,RETotalProductionOfTargetFuelAnnual,AnnualTechnologyEmissionByMode,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,ModelPeriodEmissions
BAU,,,Suelo,,,,2016.0,,,,3.612,3.612,3.612,3.612,3.612,3.612,3.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2017.0,,,,,3.612,3.612,3.59354,3.59354,3.59354,3.59354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2018.0,,,,,3.612,3.612,3.57534,3.57534,3.57534,3.57534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2019.0,,,,,3.612,3.612,3.55723,3.55723,3.55723,3.55723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2020.0,,,,,3.612,3.612,3.53922,3.53922,3.53922,3.53922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2021.0,,,,,3.612,3.612,3.5213,3.5213,3.5213,3.5213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2022.0,,,,,3.612,3.612,3.50348,3.50348,3.50348,3.50348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2023.0,,,,,3.612,3.612,3.48575,3.48575,3.48575,3.48575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2024.0,,,,,3.612,3.612,3.46811,3.46811,3.46811,3.46811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2025.0,,,,,3.612,3.612,3.45057,3.45057,3.45057,3.45057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2026.0,,,,,3.612,3.612,3.43311,3.43311,3.43311,3.43311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2027.0,,,,,3.612,3.612,3.41575,3.41575,3.41575,3.41575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2028.0,,,,,3.612,3.612,3.39847,3.39847,3.39847,3.39847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2029.0,,,,,3.612,3.612,3.38128,3.38128,3.38128,3.38128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2030.0,,,,,3.612,3.612,3.36418,3.36418,3.36418,3.36418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2031.0,,,,,3.612,3.612,3.34717,3.34717,3.34717,3.34717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2032.0,,,,,3.612,3.612,3.33024,3.33024,3.33024,3.33024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2033.0,,,,,3.612,3.612,3.3134,3.3134,3.3134,3.3134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2034.0,,,,,3.612,3.612,3.29664,3.29664,3.29664,3.29664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2035.0,,,,,3.612,3.612,3.27997,3.27997,3.27997,3.27997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2036.0,,,,,3.612,3.612,3.26338,3.26338,3.26338,3.26338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2037.0,,,,,3.612,3.612,3.24687,3.24687,3.24687,3.24687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2038.0,,,,,3.612,3.612,3.23045,3.23045,3.23045,3.23045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2039.0,,,,,3.612,3.612,3.2141,3.2141,3.2141,3.2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2040.0,,,,,3.612,3.612,3.19785,3.19785,3.19785,3.19785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2041.0,,,,,3.612,3.612,3.18167,3.18167,3.18167,3.18167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2042.0,,,,,3.612,3.612,3.16557,3.16557,3.16557,3.16557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2043.0,,,,,3.612,3.612,3.14955,3.14955,3.14955,3.14955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2044.0,,,,,3.612,3.612,3.13361,3.13361,3.13361,3.13361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2045.0,,,,,3.612,3.612,3.11775,3.11775,3.11775,3.11775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2046.0,,,,,3.612,3.612,3.10197,3.10197,3.10197,3.10197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2047.0,,,,,3.612,3.612,3.08627,3.08627,3.08627,3.08627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2048.0,,,,,3.612,3.612,3.07065,3.07065,3.07065,3.07065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2049.0,,,,,3.612,3.612,3.05511,3.05511,3.05511,3.05511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Suelo,,,,2050.0,,,,,3.612,3.612,3.03964,3.03964,3.03964,3.03964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2016.0,,,,2.43258,2.43258,2.43258,2.43258,2.43258,2.43258,2.43258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2017.0,,,,0.0236166,2.4562,2.4562,2.4562,2.4562,2.4562,2.4562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2018.0,,,,0.0261939,2.48239,2.48239,2.48239,2.48239,2.48239,2.48239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2019.0,,,,0.0299753,2.51237,2.51237,2.51237,2.51237,2.51237,2.51237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2020.0,,,,0.0336079,2.54597,2.54597,2.54597,2.54597,2.54597,2.54597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2021.0,,,,0.0317894,2.57776,2.57776,2.57776,2.57776,2.57776,2.57776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2022.0,,,,0.0325084,2.61027,2.61027,2.61027,2.61027,2.61027,2.61027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2023.0,,,,0.0330516,2.64332,2.64332,2.64332,2.64332,2.64332,2.64332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2024.0,,,,0.0334232,2.67675,2.67675,2.67675,2.67675,2.67675,2.67675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2025.0,,,,0.0275963,2.70434,2.70434,2.70434,2.70434,2.70434,2.70434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2026.0,,,,0.027531,2.73187,2.73187,2.73187,2.73187,2.73187,2.73187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2027.0,,,,0.0275439,2.75942,2.75942,2.75942,2.75942,2.75942,2.75942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2028.0,,,,0.0270667,2.78648,2.78648,2.78648,2.78648,2.78648,2.78648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2029.0,,,,0.0261613,2.81265,2.81265,2.81265,2.81265,2.81265,2.81265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2030.0,,,,0.0261557,2.8388,2.8388,2.8388,2.8388,2.8388,2.8388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2031.0,,,,0.0261874,2.86499,2.86499,2.86499,2.86499,2.86499,2.86499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2032.0,,,,0.0262607,2.89125,2.89125,2.89125,2.89125,2.89125,2.89125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2033.0,,,,0.0263367,2.91759,2.91759,2.91759,2.91759,2.91759,2.91759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2034.0,,,,0.0264165,2.944,2.944,2.944,2.944,2.944,2.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2035.0,,,,0.0265016,2.9705,2.9705,2.9705,2.9705,2.9705,2.9705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2036.0,,,,0.0283423,2.99885,2.99885,2.99885,2.99885,2.99885,2.99885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2037.0,,,,0.0285015,3.02735,3.02735,3.02735,3.02735,3.02735,3.02735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2038.0,,,,0.0286665,3.05601,3.05601,3.05601,3.05601,3.05601,3.05601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2039.0,,,,0.0288388,3.08485,3.08485,3.08485,3.08485,3.08485,3.08485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2040.0,,,,0.02902,3.11387,3.11387,3.11387,3.11387,3.11387,3.11387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2041.0,,,,0.0292395,3.14311,3.14311,3.14311,3.14311,3.14311,3.14311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2042.0,,,,0.0294989,3.17261,3.17261,3.17261,3.17261,3.17261,3.17261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2043.0,,,,0.0297728,3.20238,3.20238,3.20238,3.20238,3.20238,3.20238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2044.0,,,,0.0300627,3.23245,3.23245,3.23245,3.23245,3.23245,3.23245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2045.0,,,,0.0303708,3.26282,3.26282,3.26282,3.26282,3.26282,3.26282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2046.0,,,,0.030722,3.29354,3.29354,3.29354,3.29354,3.29354,3.29354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2047.0,,,,0.031117,3.32466,3.32466,3.32466,3.32466,3.32466,3.32466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2048.0,,,,0.0315346,3.35619,3.35619,3.35619,3.35619,3.35619,3.35619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2049.0,,,,0.0319774,3.38817,3.38817,3.38817,3.38817,3.38817,3.38817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cultivos,,,,2050.0,,,,0.0324481,3.42062,3.42062,3.42062,3.42062,3.42062,3.42062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2016.0,,,,2.087,2.087,2.087,2.087,2.087,2.087,2.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2017.0,,,,0.0236948,2.11069,2.11069,2.11069,2.11069,2.11069,2.11069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2018.0,,,,0.0146409,2.12534,2.12534,2.12534,2.12534,2.12534,2.12534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2019.0,,,,0.00850721,2.13384,2.13384,2.13384,2.13384,2.13384,2.13384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2020.0,,,,0.00913818,2.14298,2.14298,2.14298,2.14298,2.14298,2.14298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2021.0,,,,0.00992276,2.1529,2.1529,2.1529,2.1529,2.1529,2.1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2022.0,,,,0.0094029,2.16231,2.16231,2.16231,2.16231,2.16231,2.16231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2023.0,,,,0.0088885,2.1712,2.1712,2.1712,2.1712,2.1712,2.1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2024.0,,,,0.00838224,2.17958,2.17958,2.17958,2.17958,2.17958,2.17958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2025.0,,,,0.0109827,2.19056,2.19056,2.19056,2.19056,2.19056,2.19056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2026.0,,,,0.010665,2.20123,2.20123,2.20123,2.20123,2.20123,2.20123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2027.0,,,,0.0103756,2.2116,2.2116,2.2116,2.2116,2.2116,2.2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2028.0,,,,0.010549,2.22215,2.22215,2.22215,2.22215,2.22215,2.22215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2029.0,,,,0.0111247,2.23327,2.23327,2.23327,2.23327,2.23327,2.23327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2030.0,,,,0.0107769,2.24405,2.24405,2.24405,2.24405,2.24405,2.24405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2031.0,,,,0.0104337,2.25448,2.25448,2.25448,2.25448,2.25448,2.25448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2032.0,,,,0.0100974,2.26458,2.26458,2.26458,2.26458,2.26458,2.26458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2033.0,,,,0.00974664,2.27433,2.27433,2.27433,2.27433,2.27433,2.27433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2034.0,,,,0.00938183,2.28371,2.28371,2.28371,2.28371,2.28371,2.28371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2035.0,,,,0.00900258,2.29271,2.29271,2.29271,2.29271,2.29271,2.29271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2036.0,,,,0.00690845,2.29962,2.29962,2.29962,2.29962,2.29962,2.29962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2037.0,,,,0.0065344,2.30616,2.30616,2.30616,2.30616,2.30616,2.30616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2038.0,,,,0.00614476,2.3123,2.3123,2.3123,2.3123,2.3123,2.3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2039.0,,,,0.00573977,2.31804,2.31804,2.31804,2.31804,2.31804,2.31804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2040.0,,,,0.0033621,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2041.0,,,,0.00102344,2.32243,2.32243,2.32243,2.32243,2.32243,2.32243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2042.0,,,,3.08189e-06,2.32243,2.32243,2.32115,2.32115,2.32115,2.32115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2043.0,,,,,2.32243,2.32243,2.31758,2.31758,2.31758,2.31758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2044.0,,,,,2.32243,2.32243,2.31173,2.31173,2.31173,2.31173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2045.0,,,,,2.32243,2.32243,2.32243,2.32243,2.32243,2.32243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2046.0,,,,0.0258758,2.34831,2.34831,2.34831,2.34831,2.34831,2.34831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2047.0,,,,0.0237048,2.37201,2.37201,2.37201,2.37201,2.37201,2.37201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2048.0,,,,0.0215138,2.39352,2.39352,2.39352,2.39352,2.39352,2.39352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2049.0,,,,0.0193181,2.41284,2.41284,2.41284,2.41284,2.41284,2.41284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Pasto,,,,2050.0,,,,0.0171178,2.42996,2.42996,2.42996,2.42996,2.42996,2.42996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2016.0,,,,0.155711,0.155711,0.155711,0.155711,0.155711,0.155711,0.155711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2017.0,,,,0.0678687,0.22358,0.22358,0.159373,0.159373,0.159373,0.159373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2018.0,,,,,0.22358,0.22358,0.161944,0.161944,0.161944,0.161944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2019.0,,,,,0.22358,0.22358,0.164491,0.164491,0.164491,0.164491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2020.0,,,,,0.22358,0.22358,0.16701,0.16701,0.16701,0.16701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2021.0,,,,,0.22358,0.22358,0.169501,0.169501,0.169501,0.169501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2022.0,,,,,0.22358,0.22358,0.171959,0.171959,0.171959,0.171959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2023.0,,,,,0.22358,0.22358,0.174382,0.174382,0.174382,0.174382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2024.0,,,,,0.22358,0.22358,0.176767,0.176767,0.176767,0.176767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2025.0,,,,,0.22358,0.22358,0.179111,0.179111,0.179111,0.179111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2026.0,,,,,0.22358,0.22358,0.181415,0.181415,0.181415,0.181415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2027.0,,,,,0.22358,0.22358,0.183678,0.183678,0.183678,0.183678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2028.0,,,,,0.22358,0.22358,0.185899,0.185899,0.185899,0.185899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2029.0,,,,,0.22358,0.22358,0.188079,0.188079,0.188079,0.188079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2030.0,,,,,0.22358,0.22358,0.190219,0.190219,0.190219,0.190219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2031.0,,,,,0.22358,0.22358,0.192319,0.192319,0.192319,0.192319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2032.0,,,,,0.22358,0.22358,0.19438,0.19438,0.19438,0.19438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2033.0,,,,,0.22358,0.22358,0.196404,0.196404,0.196404,0.196404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2034.0,,,,,0.22358,0.22358,0.198389,0.198389,0.198389,0.198389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2035.0,,,,,0.22358,0.22358,0.200338,0.200338,0.200338,0.200338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2036.0,,,,,0.22358,0.22358,0.20225,0.20225,0.20225,0.20225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2037.0,,,,,0.22358,0.22358,0.204125,0.204125,0.204125,0.204125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2038.0,,,,,0.22358,0.22358,0.205965,0.205965,0.205965,0.205965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2039.0,,,,,0.22358,0.22358,0.207768,0.207768,0.207768,0.207768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2040.0,,,,,0.22358,0.22358,0.209533,0.209533,0.209533,0.209533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2041.0,,,,,0.22358,0.22358,0.211261,0.211261,0.211261,0.211261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2042.0,,,,,0.22358,0.22358,0.212949,0.212949,0.212949,0.212949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2043.0,,,,,0.22358,0.22358,0.214597,0.214597,0.214597,0.214597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2044.0,,,,,0.22358,0.22358,0.216204,0.216204,0.216204,0.216204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2045.0,,,,,0.22358,0.22358,0.217769,0.217769,0.217769,0.217769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2046.0,,,,,0.22358,0.22358,0.21929,0.21929,0.21929,0.21929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2047.0,,,,,0.22358,0.22358,0.220766,0.220766,0.220766,0.220766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2048.0,,,,,0.22358,0.22358,0.222197,0.222197,0.222197,0.222197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2049.0,,,,,0.22358,0.22358,0.22358,0.22358,0.22358,0.22358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Urbano,,,,2050.0,,,,0.00133477,0.224915,0.224915,0.224915,0.224915,0.224915,0.224915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAU,,,Cafe,,,,2017.0,,,,0.0154925,0.0154925,0.271116,0.271116,0.271116,0.271116,0.271116,,,,,,,,,,,,,30.3061,27.059,,,700.913,591.34,552.909,148.004,618.399,,,,,,,,,,,,
BAU,,,Cafe,,,,2018.0,,,,0.0154925,0.030985,0.273155,0.273155,0.273155,0.273155,0.273155,,,,,,,,,,,,,31.1963,24.8695,,,737.626,555.637,584.129,153.497,580.506,,,,,,,,,,,,
BAU,,,Cafe,,,,2019.0,,,,0.0154925,0.0464775,0.275193,0.275193,0.275193,0.275193,0.275193,,,,,,,,,,,,,32.1322,22.8711,,,774.54,520.931,615.258,159.282,543.803,,,,,,,,,,,,
BAU,,,Cafe,,,,2020.0,,,,0.0154925,0.06197,0.277232,0.277232,0.277232,0.277232,0.277232,,,,,,,,,,,,,33.0962,21.0332,,,809.232,485.951,643.957,165.276,506.984,,,,,,,,,,,,
BAU,,,Cafe,,,,2021.0,,,,0.0154925,0.0774626,0.279271,0.279271,0.279271,0.279271,0.279271,,,,,,,,,,,,,34.0891,19.343,,,844.15,452.606,672.664,171.486,471.949,,,,,,,,,,,,
BAU,,,Cafe,,,,2022.0,,,,0.0154925,0.0929551,0.281309,0.281309,0.281309,0.281309,0.281309,,,,,,,,,,,,,35.1117,17.7887,,,880.076,421.311,702.156,177.92,439.1,,,,,,,,,,,,
BAU,,,Cafe,,,,2023.0,,,,0.0154925,0.108448,0.283348,0.283348,0.283348,0.283348,0.283348,,,,,,,,,,,,,36.1651,16.3592,,,917.287,392.076,732.702,184.585,408.435,,,,,,,,,,,,
BAU,,,Cafe,,,,2024.0,,,,0.0154925,0.12394,0.285386,0.285386,0.285386,0.285386,0.285386,,,,,,,,,,,,,37.25,15.0447,,,955.907,364.806,764.416,191.491,379.851,,,,,,,,,,,,
BAU,,,Cafe,,,,2025.0,,,,0.0154925,0.139433,0.287425,0.287425,0.287425,0.287425,0.287425,,,,,,,,,,,,,38.3675,13.8357,,,996.008,339.384,797.363,198.644,353.22,,,,,,,,,,,,
